zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
fixeightt	FixEight (Europe, Taito license)	FixEight	Toaplan (Taito license)	1992	Shooter / Walking	UNKNOWN	fixeight	fixeight	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.637405	V	3	4	320	240	R
fixeighttw	FixEight (Taiwan)	FixEight	Toaplan	1992	Shooter / Walking	UNKNOWN	fixeight	fixeight	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.637405	V	3	4	320	240	R
fixeighttwt	FixEight (Taiwan, Taito license)	FixEight	Toaplan (Taito license)	1992	Shooter / Walking	UNKNOWN	fixeight	fixeight	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.637405	V	3	4	320	240	R
fixeightu	FixEight (USA)	FixEight	Toaplan	1992	Shooter / Walking	UNKNOWN	fixeight	fixeight	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.637405	V	3	4	320	240	R
fixeightut	FixEight (USA, Taito license)	FixEight	Toaplan (Taito license)	1992	Shooter / Walking	UNKNOWN	fixeight	fixeight	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.637405	V	3	4	320	240	R
fjbuster	Fujiyama Buster (Japan)	Fujiyama Buster	Kaneko	1992	Fighter / Versus	shogwarr	shogwarr	UNKNOWN	2	4	2	joy8way		UNKNOWN	59.1854	H	UNKNOWN	UNKNOWN	256	224	R
fk1	FK-1	FK-1	Statni statek Klicany	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	512	256	UNKNOWN
fl7_3121	Flaming 7 (Red, White & Blue 7's + Hollywood Nights)	Flaming 7	Cyberdyne Systems	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	512	224	UNKNOWN
flagrall	'96 Flag Rally	'96 Flag Rally	<unknown>	1996	Maze / Driving	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	UNKNOWN		UNKNOWN	60.000000	H	4	3	320	240	R
flamegun	Flame Gunner	Flame Gunner	Gaps Inc.	1999	Shooter / 3rd Person	tps	tps	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
flamegunj	Flame Gunner (Japan)	Flame Gunner	Gaps Inc.	1999	Shooter / 3rd Person	flamegun	flamegun	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
flamolusa	Flame of Olympus - Cash Express (0351025, US)	Flame of Olympus - Cash Express	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
flamolus	Flames Of Olympus USA (set 1)	Flames Of Olympus USA	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
flamoly2	Flame of Olympus - Jackpot Carnival (0251048, US)	Flame of Olympus - Jackpot Carnival	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
flamoly	Flame Of Olympus	Flame Of Olympus	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
flashgala	Flashgal (set 2)	Flashgal	Kyugo / Sega	1985	Fighter / 2D	flashgal	flashgal	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	288	224	R
flashgal	Flashgal (set 1)	Flashgal	Kyugo / Sega	1985	Fighter / 2D	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	288	224	R
flicky	Flicky (128k Version, 315-5051)	Flicky	Sega	1984	Platform / Run Jump	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy2way		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	224	R
flickyg	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	UNKNOWN	H	4	3	512	224	R
flickyo	Flicky (64k Version, 315-5051, set 1)	Flicky	Sega	1984	Platform / Run Jump	flicky	flicky	UNKNOWN	2	1	2	joy2way		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	224	R
flickys1	Flicky (64k Version, 315-5051, set 2)	Flicky	Sega	1984	Platform / Run Jump	flicky	flicky	UNKNOWN	2	1	2	joy2way		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	224	R
flickys2	Flicky (128k Version, not encrypted)	Flicky	Sega	1984	Platform / Run Jump	flicky	flicky	UNKNOWN	2	1	2	joy2way		UNKNOWN	60.096154	H	UNKNOWN	UNKNOWN	512	224	R
flickys2g	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	UNKNOWN	H	4	3	512	224	R
flipjack	Flipper Jack	Flipper Jack	Jackson Co., Ltd.	1983?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.789541	V	UNKNOWN	UNKNOWN	256	192	UNKNOWN
flipmaze	Flip Maze (V2.04J 1999/09/02 20:00)	Flip Maze	MOSS / Taito	1999	Puzzle / Match	taitogn	taitogn	UNKNOWN	4	3	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
flipshot	Battle Flip Shot	Battle Flip Shot	Visco	1998	Sports / Misc.	neogeo	neogeo	UNKNOWN	2	4	2	joy8way		UNKNOWN	59.185606	H	UNKNOWN	UNKNOWN	320	224	R
flipull	Flipull (Japan)	Flipull	Taito Corporation	1989	Puzzle / Toss	plotting	plotting	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
flkatcka	Flak Attack (Japan, PWB 450593 sub-board)	Flak Attack	Konami	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	280	224	UNKNOWN
flkatck	Flak Attack (Japan)	Flak Attack	Konami	1987	Shooter / Flying Vertical	mx5000	mx5000	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	280	224	R
flower	Flower (US)	Flower	Clarue (Komax license)	1986	Shooter / Flying Vertical	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	288	224	R
flowerj	Flower (Japan)	Flower	Clarue (Sega / Alpha Denshi Co. license)	1986	Shooter / Flying Vertical	UNKNOWN	flower	flower	1	3	2	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	272	224	R
flowers	Flower (Sega/Alpha)	Flower	UNKNOWN	1986	UNKNOWN	flower	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60	H	UNKNOWN	UNKNOWN	272	224	R
flstoryj	The FairyLand Story (Japan)	The FairyLand Story	Taito	1985	Platform / Run Jump	flstory	flstory	UNKNOWN	2	2	2	joy2way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
flstory	The FairyLand Story	The FairyLand Story	Taito	1985	Platform / Run Jump	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy2way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
flyball1	Flyball (rev 1)	Flyball	Atari	1976	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	240	UNKNOWN
flyball	Flyball (rev 2)	Flyball	Atari	1976	Sports / Baseball	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	stick		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
flyboyb	Fly-Boy (bootleg)	Fly-Boy	bootleg	1982	Sports / Hang Gliding	flyboy	flyboy	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
flyboy	Fly-Boy	Fly-Boy	Kaneko	1982	Sports / Hang Gliding	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	256	224	R
flytigera	Flying Tiger (set 2)	Flying Tiger	Dooyong	1992	Shooter / Flying Vertical	UNKNOWN	flytiger	flytiger	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.000000	V	3	4	384	240	R
flytiger	Flying Tiger (set 1)	Flying Tiger	Dooyong	1992	Shooter / Flying Vertical	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	384	240	R
fm11	FM-11 EX	FM-11 EX	Fujitsu	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fm16beta	FM-16β	FM-16β	Fujitsu	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fm7740sx	FM-77AV40SX	FM-77AV40SX	Fujitsu	1985	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fm77av	FM-77AV	FM-77AV	Fujitsu	1985	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fm7	FM-7	FM-7	Fujitsu	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fm8	FM-8	FM-8	Fujitsu	1981	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fmaniac3	Fishing Maniac 3	Fishing Maniac 3	Saero Entertainment	2002	Sports / Fishing	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
fmania	Fighting Mania (918 xx B02)	Fighting Mania	UNKNOWN	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	6	2	joy8way		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	R
fmnew7	FM-NEW7	FM-NEW7	Fujitsu	1984	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fmtmarty2	FM-Towns Marty 2	FM-Towns Marty 2	Fujitsu	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtmarty	FM-Towns Marty	FM-Towns Marty	Fujitsu	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownsa	FM-Towns (alternate)	FM-Towns	Fujitsu	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtowns	FM-Towns	FM-Towns	Fujitsu	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownsftv	FM-Towns II FreshTV	FM-Towns II FreshTV	Fujitsu	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownshr	FM-Towns II HR	FM-Towns II HR	Fujitsu	1992	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownsmx	FM-Towns II MX	FM-Towns II MX	Fujitsu	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownssj	FM-Towns II SJ	FM-Towns II SJ	Fujitsu	19??	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmtownsux	FM-Towns II UX	FM-Towns II UX	Fujitsu	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	768	512	UNKNOWN
fmx	FM-X (MSX1)	FM-X	Fujitsu	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922738	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
fncywld	Fancy World - Earth of Crisis	Fancy World - Earth of Crisis	Unico	1996	Platform / Run Jump	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
fnkyfish	Funky Fish	Funky Fish	Sun Electronics	1981	Shooter / Misc. Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	1	1	2	joy8way		UNKNOWN	60.096154	V	UNKNOWN	UNKNOWN	512	240	R
fnshark	Flyin' Shark (bootleg of Hishou Zame)	Flyin' Shark	bootleg	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	54.877858	V	UNKNOWN	UNKNOWN	320	240	UNKNOWN
fnvision	FunVision	FunVision	Video Technology	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.158969	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
followst	Follow the Stars (20001411, NSW/ACT)	Follow the Stars	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
foodf1	Food Fight (rev 1)	Food Fight	General Computer Corporation (Atari license)	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.810811	H	UNKNOWN	UNKNOWN	256	224	UNKNOWN
foodf2	Food Fight (rev 2)	Food Fight	General Computer Corporation (Atari license)	1982	Fighter / Field	foodf	foodf	UNKNOWN	2	1	2	stick		UNKNOWN	60.810811	H	UNKNOWN	UNKNOWN	256	224	R
foodfc	Food Fight (cocktail)	Food Fight	General Computer Corporation (Atari license)	1982	Fighter / Field	foodf	foodf	UNKNOWN	2	1	2	stick		UNKNOWN	60.810811	H	UNKNOWN	UNKNOWN	256	224	R
foodf	Food Fight (rev 3)	Food Fight	General Computer Corporation (Atari license)	1982	Fighter / Field	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	stick		UNKNOWN	60.810811	H	UNKNOWN	UNKNOWN	256	224	R
footchmpbl	Football Champ (World) (bootleg)	Football Champ	bootleg	1992	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	320	224	UNKNOWN
footchmp	Football Champ / Euro Football Champ (World)	Football Champ / Euro Football Champ	Taito Corporation Japan	1990	Sports / Soccer	UNKNOWN	UNKNOWN	UNKNOWN	4	2	4	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
forcebrk	Force Break (bootleg)	Force Break	bootleg	1986	Shooter / Driving Horizontal	brkthru	brkthru	UNKNOWN	2	2	2	joy8way		UNKNOWN	57.444853	H	UNKNOWN	UNKNOWN	240	240	R
forgottna	Forgotten Worlds (World)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	UNKNOWN	forgottn	forgottn	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.637405	H	4	3	384	224	R
forgottn	Forgotten Worlds (World, newer)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	dial		UNKNOWN	59.61	H	UNKNOWN	UNKNOWN	384	224	R
forgottnu1	Forgotten Worlds (USA, B-Board 88618B-2, Rev. C)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	UNKNOWN	forgottn	forgottn	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.637405	H	4	3	384	224	R
forgottnuaa	Forgotten Worlds (USA, B-Board 88618B-2, Rev. AA)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	UNKNOWN	forgottn	forgottn	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	59.637405	H	4	3	384	224	R
forgottnua	Forgotten Worlds (USA, B-Board 88618B-2, Rev. A)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	UNKNOWN	forgottn	forgottn	2	1	2	dial		UNKNOWN	59.610000	H	4	3	384	224	R
forgottnu	Forgotten Worlds (USA, B-Board 88621B-2, Rev. C)	Forgotten Worlds	Capcom	1988	Shooter / Flying Horizontal	forgottn	forgottn	UNKNOWN	2	1	2	dial		UNKNOWN	59.61	H	UNKNOWN	UNKNOWN	384	224	R
formatz	Formation Z	Formation Z	Jaleco	1984	Shooter / Misc. Horizontal	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	248	224	R
fort2ba	Fortress 2 Blue Arcade (Korea) (ver 1.00 / pcb ver 3.05)	Fortress 2 Blue Arcade	Eolith	2001	Shooter / Command	fort2b	fort2b	UNKNOWN	1	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
fort2b	Fortress 2 Blue Arcade (World) (ver 1.01 / pcb ver 3.05)	Fortress 2 Blue Arcade	Eolith	2001	Shooter / Command	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	240	R
fortath	Fortune of Athena (10248611, NSW/ACT)	Fortune of Athena	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
fortecar	Forte Card (Ver 103, English)	Forte Card	Fortex Ltd	1994	Casino / Cards	UNKNOWN	UNKNOWN	fortecrd	1	1	1	joy2way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	256	R
fortecrd	Forte Card (Ver 110, Spanish)	Forte Card	Fortex Ltd	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	600	240	UNKNOWN
fortela	Fortune Teller	Fortune Teller	Aristocrat	199?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	400	UNKNOWN
fortune1	Fortune I (PK485-S) Draw Poker	Fortune I	IGT - International Game Technology	1984	Casino / Cards	videopkr	videopkr	UNKNOWN	1	2	1	keyboard		UNKNOWN	60	H	UNKNOWN	UNKNOWN	208	208	R
fotns	Fist Of The North Star	Fist Of The North Star	Arc System Works / Sega	2005	Fighter / Versus	awbios	awbios	UNKNOWN	4	6	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
fourtrax	Four Trax (World)	Four Trax	Namco	1989	Driving / Race (chase view)	UNKNOWN	UNKNOWN	UNKNOWN	2	1	1	pedal		UNKNOWN	60.606061	H	UNKNOWN	UNKNOWN	288	224	R
foxred	Foxworthy Redneck	Foxworthy Redneck	Aristocrat	200?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
fp1100	FP-1100	FP-1100	Casio	1983	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
fp200	FP-200 (Japan)	FP-200	Casio	1982	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	160	64	UNKNOWN
fp6000	FP-6000	FP-6000	Casio	1985	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
fp	Apricot Portable / FP	Apricot Portable / FP	ACT	1984	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	200	UNKNOWN
fpc500	FPC-500 (MSX1)	FPC-500	Fenner	1984	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.158969	H	UNKNOWN	UNKNOWN	280	216	UNKNOWN
fpc900	FPC-900 (MSX2)	FPC-900	Fenner	198?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.158978	H	UNKNOWN	UNKNOWN	543	567	UNKNOWN
fpoint1d	Flash Point (set 1, Japan) (bootleg of FD1094 317-0127A set)	Flash Point	bootleg	1989	Puzzle / Drop	UNKNOWN	fpoint	fpoint	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.054389	H	4	3	320	224	R
fpoint1	Flash Point (set 1, Japan) (FD1094 317-0127A)	Flash Point	Sega	1989	Puzzle / Drop	fpoint	fpoint	UNKNOWN	2	3	2	joy8way		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	R
fpointbj	Flash Point (Japan, bootleg set 1)	Flash Point	bootleg (Datsu)	1989	Puzzle / Drop	fpoint	fpoint	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
fpointbl	Flash Point (World, bootleg)	Flash Point	bootleg (Datsu)	1989	Puzzle / Drop	fpoint	fpoint	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
fpointd	Flash Point (set 2, Japan) (bootleg of FD1094 317-0127A set)	Flash Point	bootleg	1989	Puzzle / Drop	UNKNOWN	fpoint	fpoint	UNKNOWN	UNKNOWN	2	UNKNOWN		UNKNOWN	60.054389	H	4	3	320	224	R
fpoint	Flash Point (set 2, Japan) (FD1094 317-0127A)	Flash Point	Sega	1989	Puzzle / Drop	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60.054389	H	UNKNOWN	UNKNOWN	320	224	R
frankstg	Mary Shelley's Frankenstein (Germany)	Mary Shelley's Frankenstein	Sega	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	192	64	UNKNOWN
frankst	Mary Shelley's Frankenstein	Mary Shelley's Frankenstein	Sega	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	192	64	UNKNOWN
franticf	Frantic Fred	Frantic Fred	The Game Room	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	61.232460	H	UNKNOWN	UNKNOWN	512	236	UNKNOWN
freddy4	Freddy: A Nightmare on Elm Street (rev.4)	Freddy: A Nightmare on Elm Street	Gottlieb	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	128	32	UNKNOWN
freddy	Freddy: A Nightmare on Elm Street (rev.3)	Freddy: A Nightmare on Elm Street	Gottlieb	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	128	32	UNKNOWN
fredmemc	Fred Flintstones' Memory Match (Mandarin Chinese, 3/17/95)	Fred Flintstones' Memory Match	Coastal Amusements	1994	Puzzle / Match	fredmem	fredmem	UNKNOWN	2	9	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	360	240	R
